RANK,COMPANY NAME,GROWTH,EMPLOYEES,STATE, REVENUE ,FOUNDED,INDUSTRY
1158,Threshold/Carve,423,22,TX,5.8 MM,2013,Advertising & Marketing
1159,RELIANT VISION GROUP,423,46,NJ,3.4 MM,2013,IT System Development
1160,Black Tie Moving,423,128,TX,8.2 MM,2013,Logistics & Transportation
1171,Inspired Review,414,15,DC,12.9 MM,2013,Business Products & Services
1177,CloudGenera,411,20,NC,3.6 MM,2013,IT System Development
1181,Rise Brands,409,260,OH,13.9 MM,2013,Advertising & Marketing
1187,Post Hill Press,408,11,TN,4.4 MM,2013,Media
1188,Kids in the Game,408,85,NY,2.0 MM,2013,Education
1196,The Pi Group,404,13,CT,4.0 MM,2013,Business Products & Services
1203,Banyan Hills Technologies,402,50,GA,6.5 MM,2013,Software
1210,commonFont,399,10,MT,2.5 MM,2013,IT System Development
1217,Camellia Pharmacy Services,396,27,MS,6.5 MM,2013,Health
1218,Bedrock Protection Agency,396,350,UT,7.1 MM,2013,Security
1235,Intelligent Video Solutions,392,21,WI,5.1 MM,2013,Software
1241,Siege Media,391,41,CA,3.2 MM,2013,Advertising & Marketing
1250,Elevate,388,50,DC,3.6 MM,2013,Business Products & Services
1270,Custom Pro Logistics,381,23,OH,26.4 MM,2013,Logistics & Transportation
1278,Signature Real Estate Group,378,430,NV,20.6 MM,2013,Real Estate
1284,NetCov Managed IT Services,373,31,MA,5.7 MM,2013,IT Management
1289,Enterprise Knowledge,371,24,VA,3.2 MM,2013,Business Products & Services
1303,Advanced Medical Integration,367,15,FL,2.8 MM,2013,Health
1305,Mabbly,366,40,IL,2.4 MM,2013,Advertising & Marketing
1313,SPONGELLE,365,25,CA,4.5 MM,2013,Manufacturing
1324,Ruffle Girl,362,25,KY,5.2 MM,2013,Retail
1327,THE BUILDING PEOPLE,362,75,VA,3.2 MM,2013,Real Estate
1329,Gulf Coast Crating,362,45,TX,7.5 MM,2013,Logistics & Transportation
1332,Provision Insurnace Group,361,30,MI,2.2 MM,2013,Insurance
1333,Altura Engineering & Design,361,28,TX,3.5 MM,2013,Engineering
1371,Tri Source International,344,235,CA,5.6 MM,2013,Business Products & Services
1381,SBGA,342,1,NV,15.8 MM,2013,Business Products & Services
1394,Common Cents Distributors,340,25,NJ,18.4 MM,2013,Consumer Products & Services
1405,AGILISIUM CONSULTING,337,190,CA,8.1 MM,2013,IT System Development
1406,Texan Allergy and Sinus Center,337,137,TX,18.9 MM,2013,Health
1410,1-Call Staffing,336,1207,AZ,5.7 MM,2013,Human Resources
1425,gosite.com,329,45,CA,2.4 MM,2013,Software
1446,Digital Pi,323,36,TX,5.5 MM,2013,Advertising & Marketing
1467,Scoro,319,55,NY,2.3 MM,2013,Software
1479,Local Web Leads,317,12,TX,6.4 MM,2013,Advertising & Marketing
1486,Hubstaff,316,35,IN,2.5 MM,2013,Software
1487,MistHub,316,10,IL,3.4 MM,2013,Retail
1490,Atredis Partners,315,21,MO,4.5 MM,2013,Security
1493,Uber Bazaar,315,10,MD,3.7 MM,2013,Retail
1499,Abadie-Williams,314,21,LA,3.8 MM,2013,Engineering
1510,Fuel Talent,310,24,WA,5.7 MM,2013,Human Resources
1511,Sunken Stone,310,18,CA,12.6 MM,2013,Advertising & Marketing
1549,stable|kernel,304,20,GA,2.6 MM,2013,Software
1553,National Energy & Light,303,26,NH,20.6 MM,2013,Manufacturing
1594,Kaizen Technology Partners,293,10,CA,8.4 MM,2013,IT Management
1601,Coastal Ridge Real Estate,291,360,OH,9.5 MM,2013,Real Estate
1664,Skynet Healthcare Technologies,277,38,FL,4.1 MM,2013,Software
1665,EQ1 Real Estate,277,32,CA,4.2 MM,2013,Real Estate
1669,Vivaldi Music Academy,275,7,TX,2.3 MM,2013,Education
1675,Eclipse Brand Builders,274,17,GA,8.3 MM,2013,Construction
1679,P.R.O.S. Corporate Housing,274,12,AZ,4.5 MM,2013,Travel & Hospitality
1683,Prime TSR,273,39,IL,5.8 MM,2013,IT Management
1689,Noke,272,17,UT,2.8 MM,2013,Security
1695,KingPay,271,14,NY,22.8 MM,2013,Financial Services
1703,Teeming Vacation Rentals,268,25,FL,8.7 MM,2013,Travel & Hospitality
1704,540.co,268,23,VA,6.5 MM,2013,Government Services
1707,Spectra360,268,359,CA,14.0 MM,2013,Human Resources
1708,Maryland Addiction Recovery Center,268,38,MD,4.7 MM,2013,Health
1713,Scout Properties,267,8,TN,2.5 MM,2013,Real Estate
1715,The Air Travel Group,267,13,FL,16.3 MM,2013,Travel & Hospitality
1729,Ashton McGee Restoration Group,265,10,MN,2.6 MM,2013,Construction
1734,Dots,263,49,NY,35.8 MM,2013,Consumer Products & Services
1739,Raare Solutions,261,16,NJ,2.1 MM,2013,Advertising & Marketing
1749,Anomalix,260,21,IL,3.5 MM,2013,IT Management
1765,Accordant Technology,258,9,TN,4.9 MM,2013,IT Management
1772,NimbeLink,256,21,MN,6.5 MM,2013,Telecommunications
1782,Arcis Golf,254,3400,TX,188.3 MM,2013,Travel & Hospitality
1843,Allied Restoration Co,244,10,CA,2.0 MM,2013,Construction
1845,Exiger,244,403,NY,99.3 MM,2013,Business Products & Services
1856,Gateway Multifamily Group,242,3,IL,2.3 MM,2013,Real Estate
1865,Level Up Development,240,19,IN,2.5 MM,2013,Business Products & Services
1867,XCI Building Services,240,189,TN,3.4 MM,2013,Business Products & Services
1900,ITOrizon,236,54,GA,3.3 MM,2013,IT System Development
1904,Opex Analytics,235,37,IL,6.6 MM,2013,Business Products & Services
1906,VapeWild,235,285,TX,32.9 MM,2013,Retail
1934,3 Daughters Brewing,232,52,FL,4.5 MM,2013,Manufacturing
1971,Boost Marketing Group,227,5,MI,10.9 MM,2013,Advertising & Marketing
1972,TK Trailer Parts,227,15,TX,2.4 MM,2013,Retail
1973,Magnolia Innovation,226,20,NJ,5.3 MM,2013,Business Products & Services
1994,Advanced Flooring,224,18,NY,16.5 MM,2013,Construction
2098,Cogent Analytics,212,100,NC,9.1 MM,2013,Business Products & Services
2122,SkyVerge,209,19,PA,3.1 MM,2013,Software
2133,Wellflex Energy Solutions,208,102,TX,23.2 MM,2013,Energy
2155,Prep Obsessed,206,9,FL,2.6 MM,2013,Retail
2163,Marjac Ventures,205,424,FL,8.7 MM,2013,Consumer Products & Services
2196,Travlu.com,201,35,FL,4.8 MM,2013,Travel & Hospitality
2204,SpringServe,200,29,NY,10.9 MM,2013,Software
2208,PPT Solutions (Oklahoma),200,11,OK,3.8 MM,2013,Business Products & Services
2223,Soundhouse Rentals,199,24,NY,2.1 MM,2013,Business Products & Services
2226,Boss Logistics,198,13,KY,6.9 MM,2013,Logistics & Transportation
2246,Adwerx,196,64,NC,15.4 MM,2013,Advertising & Marketing
2248,Truth Collective,196,23,NY,4.7 MM,2013,Advertising & Marketing
2275,Money Tree Lead Systems,193,26,MO,3.0 MM,2013,Software
2276,OnPrem Solution Partners,193,156,CA,28.8 MM,2013,Business Products & Services
2279,RPL International Group,193,17,FL,2.1 MM,2013,Human Resources
2283,SEI-New York,193,21,NY,4.9 MM,2013,Business Products & Services
2301,Premier Networx,191,14,GA,2.3 MM,2013,IT Management
2320,Media Cause,188,28,CA,3.0 MM,2013,Advertising & Marketing
2324,HTeaO,188,60,TX,2.3 MM,2013,Food & Beverage
2375,J Thirteen,183,5,MD,2.1 MM,2013,Media
2390,ATIS Elevator Inspections,181,106,MO,7.8 MM,2013,Business Products & Services
2395,FYZICAL Vegas,181,81,NV,6.5 MM,2013,Health
2431,Falcon Design Build,178,5,GA,2.1 MM,2013,Construction
2455,Merrison Technologies,176,12,VA,2.4 MM,2013,Business Products & Services
2536,Eagle Business Credit,169,10,GA,2.6 MM,2013,Financial Services
2658,ECS Global Solutions,158,30,NY,18.1 MM,2013,Energy
2683,PDS Consulting Solutions,156,9,TN,2.8 MM,2013,Financial Services
2723,Bolton Remote,153,170,CA,2.8 MM,2013,Business Products & Services
2722,Cool Beauty Consulting,153,22,KY,4.7 MM,2013,Business Products & Services
2742,Brooklyn Outdoor,152,11,MI,5.7 MM,2013,Advertising & Marketing
2748,Miller Public Adjusters,151,7,WI,7.6 MM,2013,Financial Services
2763,Quality Mobile Home Services,150,55,CA,6.0 MM,2013,Construction
2767,Ericson Dental,150,28,CA,4.0 MM,2013,Health
2777,MAS Global Consulting,148,40,FL,5.0 MM,2013,Software
2788,Katana,148,27,CA,3.2 MM,2013,Advertising & Marketing
2845,All Clean Softwash,145,140,CA,6.2 MM,2013,Consumer Products & Services
2890,Virginia Home Care Services,142,120,VA,3.6 MM,2013,Health
2936,HCS Roofing + Restoration,139,7,OK,2.2 MM,2013,Construction
2994,Staylisted,135,43,AZ,2.5 MM,2013,Advertising & Marketing
3033,Emergency Restoration Xperts,133,70,NC,9.6 MM,2013,Construction
3048,Eagle Pipe,132,14,TX,139.8 MM,2013,Energy
3061,Robofirm,131,30,NY,2.3 MM,2013,IT System Development
3082,Concierge Cleaning Services,129,67,CA,2.1 MM,2013,Business Products & Services
3086,Community National Title,129,28,TX,3.5 MM,2013,Insurance
3101,The Idea Box - Powered by Proforma,128,8,FL,2.3 MM,2013,Business Products & Services
3144,Impact Disaster Services,126,27,PA,3.6 MM,2013,Construction
3186,Pure Ground Ingredients,123,45,NV,8.3 MM,2013,Food & Beverage
3188,Elite Staffing Solutions,123,1270,KS,3.2 MM,2013,Human Resources
3194,Metropolitan interactive,123,22,CT,5.0 MM,2013,Construction
3277,Excelleum Coaching and Consulting,120,4,CA,2.6 MM,2013,Real Estate
3321,Q Ship USA,117,14,NY,4.4 MM,2013,Logistics & Transportation
3414,Amplio Systems,112,30,IL,8.3 MM,2013,Business Products & Services
3423,Red Caffeine,112,18,IL,2.2 MM,2013,Advertising & Marketing
3432,Luggage To Ship,111,10,NY,2.3 MM,2013,Travel & Hospitality
3435,Netrepid,111,15,PA,3.3 MM,2013,IT Management
3452,Happy Trailer Sales,110,21,TX,16.2 MM,2013,Retail
3547,Strategus,106,10,CO,4.8 MM,2013,Advertising & Marketing
3567,V Digital Services,105,61,AZ,11.5 MM,2013,Advertising & Marketing
3616,Americorp-The Matt Laricy Group,103,6,IL,139.1 MM,2013,Real Estate
3627,Pacific Packaging Products,103,48,CA,9.9 MM,2013,Consumer Products & Services
3645,Kiki LaRue,102,20,TX,4.3 MM,2013,Retail
3738,Spark Innovation,98,32,UT,13.6 MM,2013,Consumer Products & Services
3800,The Spur Group,96,116,WA,20.8 MM,2013,Business Products & Services
3808,Trucks & Parts of Pennsylvania,95,8,PA,8.8 MM,2013,Consumer Products & Services
3867,Caliber Real Estate,93,15,WA,7.2 MM,2013,Real Estate
3976,CleanChoice Energy,89,62,DC,67.7 MM,2013,Energy
3995,Hope Power & Industrial,89,59,SC,4.4 MM,2013,Business Products & Services
4119,Archford Capital Strategies,84,20,IL,4.2 MM,2013,Financial Services
4193,Rentec Direct,82,12,OR,2.8 MM,2013,Software
4210,Ready State,81,27,CA,7.0 MM,2013,Advertising & Marketing
4223,"CWDL, CPAs",81,15,CA,2.1 MM,2013,Business Products & Services
4499,ProEdge Precision,73,19,NC,2.2 MM,2013,Manufacturing
4581,IronArch Technology,70,44,VA,5.9 MM,2013,Government Services
4683,StraightLine Direct Marketing,67,46,MD,6.7 MM,2013,Manufacturing
4696,L37 Creative,66,25,IL,6.4 MM,2013,Business Products & Services
4698,DH Technologies,66,4,VA,21.8 MM,2013,IT Management
4732,Clear Measure,65,33,TX,6.2 MM,2013,Software
4777,Triangle Insights Group,64,25,NC,6.1 MM,2013,Business Products & Services
4944,Trelevate,59,110,AZ,6.1 MM,2013,Business Products & Services
4961,Branded Entertainment Network,59,117,CA,50.9 MM,2013,Advertising & Marketing
7,Diamond Assets,"19,718",41,WI,43.1 MM,2014,Computer Hardware
10,The Garrett Companies,"14,822",40,IN,82.1 MM,2014,Real Estate
16,Welfont,"11,359",55,FL,14.1 MM,2014,Real Estate
17,THINX,"10,924",44,NY,39.6 MM,2014,Retail
20,Curate Partners,"10,057",13,MA,12.3 MM,2014,Human Resources
24,SnackNation,"9,200",158,CA,16.9 MM,2014,Food & Beverage
25,Brooklinen,"9,154",22,NY,47.9 MM,2014,Retail
27,Funded Today,"8,798",55,UT,11.7 MM,2014,Advertising & Marketing
29,ShipMonk,"7,636",85,FL,10.6 MM,2014,Logistics & Transportation
34,Live Oak Contracting,"7,382",38,FL,62.0 MM,2014,Construction
44,GitLab,"6,213",204,CA,10.5 MM,2014,Software
45,Cura Cannabis Solutions,"5,961",285,OR,38.9 MM,2014,Consumer Products & Services
46,Edge Logistics,"5,758",34,IL,27.7 MM,2014,Logistics & Transportation
52,Digital Hyve,"5,064",24,NY,5.2 MM,2014,Advertising & Marketing
55,Affordable Luxury Group,"4,797",21,NY,16.5 MM,2014,Consumer Products & Services
56,TAFT,"4,795",8,UT,5.7 MM,2014,Consumer Products & Services
64,Argus Merchant Services,"4,456",25,NY,6.5 MM,2014,Financial Services
66,GoGuardian,"4,409",108,CA,14.7 MM,2014,Education
67,Monkedia,"4,395",30,TX,12.0 MM,2014,Advertising & Marketing
69,Fundera,"4,336",65,NY,8.8 MM,2014,Financial Services
74,RRDS,"4,242",18,CA,16.3 MM,2014,Government Services
76,ClickFunnels,"4,232",62,ID,63.9 MM,2014,Software
77,QEO Group,"4,206",78,TX,29.3 MM,2014,Insurance
84,Pine Gate Renewables,"3,940",52,FL,9.7 MM,2014,Energy
87,Pawstruck,"3,891",6,CA,4.1 MM,2014,Retail
88,Amaryllis Apparel,"3,882",20,CA,11.2 MM,2014,Retail
89,Apex Air,"3,842",45,WA,11.6 MM,2014,Construction
91,Real Plans,"3,768",19,CA,4.2 MM,2014,Food & Beverage
98,SWARM,"3,681",35,FL,11.3 MM,2014,Advertising & Marketing
99,AndusLLC/Andus Health Benefits,"3,638",14,PA,3.9 MM,2014,Insurance
103,The Media Manager,"3,562",5,MN,7.1 MM,2014,Advertising & Marketing
105,United Trans Group,"3,543",4,IL,4.4 MM,2014,Logistics & Transportation
108,Need/Want,"3,506",8,MO,5.0 MM,2014,Retail
110,FreightSaver,"3,482",22,CA,17.5 MM,2014,Logistics & Transportation
111,Equinox International (New York),"3,481",15,NY,18.1 MM,2014,Retail
113,Five Doors Network,"3,426",30,MD,10.0 MM,2014,Real Estate
119,GREEN BAY REMODELING,"3,314",20,CA,5.7 MM,2014,Construction
127,Nickel & Suede,"3,101",30,MO,4.1 MM,2014,Consumer Products & Services
128,T. C. Lewis & Co. Real Estate,"3,089",24,TN,3.9 MM,2014,Real Estate
129,AlturnaTech,"3,082",6,FL,10.3 MM,2014,IT Management
130,The Hiring Group,"3,055",8,SC,3.6 MM,2014,Human Resources
134,FastExpert,"2,982",15,CA,3.2 MM,2014,Real Estate
142,VILLAWAY,"2,896",21,CA,4.2 MM,2014,Travel & Hospitality
145,Karya Property Management,"2,860",375,TX,124.8 MM,2014,Real Estate
146,Slingshot,"2,857",115,UT,3.4 MM,2014,Advertising & Marketing
159,Pinnacle Furnished Suites,"2,669",9,IL,4.9 MM,2014,Real Estate
168,XY Planning Network,"2,571",20,MT,3.2 MM,2014,Financial Services
172,Ventive,"2,489",15,ID,2.9 MM,2014,Software
182,Amplio Digital,"2,374",18,CO,2.8 MM,2014,Advertising & Marketing
184,Federal Strategies,"2,351",31,VA,3.8 MM,2014,Government Services
185,Fishermen Labs,"2,345",20,CA,6.1 MM,2014,Software
188,Southwest Geotechnical,"2,312",28,NV,2.9 MM,2014,Engineering
190,Blue Fire Leads,"2,307",10,UT,4.5 MM,2014,Advertising & Marketing
193,SEI-Chicago,"2,286",14,IL,2.9 MM,2014,Business Products & Services
194,Organifi,"2,283",80,CA,29.4 MM,2014,Health
196,Inspire,"2,276",108,CA,67.0 MM,2014,Energy
207,Wells Solar,"2,205",41,TX,9.6 MM,2014,Energy
212,Avanti Industries,"2,173",206,AZ,32.0 MM,2014,Construction
215,Option Alpha,"2,148",1,PA,3.6 MM,2014,Software
227,CU Engage,"2,079",13,FL,3.6 MM,2014,Financial Services
230,QASymphony,"2,053",77,GA,10.7 MM,2014,Software
235,Southern Veterinary Partners,"2,022",875,AL,53.0 MM,2014,Health
241,Bluecore,"2,001",136,NY,17.5 MM,2014,Advertising & Marketing
242,Hero Digital,"1,995",200,CA,29.1 MM,2014,Advertising & Marketing
253,Sapper Consulting,"1,939",50,MO,3.3 MM,2014,Advertising & Marketing
256,Stride Consulting,"1,918",48,NY,12.7 MM,2014,Software
257,Tubi TV,"1,908",75,CA,24.7 MM,2014,Media
258,Morning Lavender,"1,906",25,CA,2.1 MM,2014,Retail
262,Digital Resource,"1,855",23,FL,2.0 MM,2014,Advertising & Marketing
263,MuteSix,"1,851",34,CA,6.3 MM,2014,Advertising & Marketing
267,Frampton Construction,"1,821",35,SC,67.1 MM,2014,Construction
280,Novatio Solutions,"1,743",68,IL,5.3 MM,2014,Software
287,Maggie Louise Confections,"1,703",43,TX,2.2 MM,2014,Food & Beverage
289,Enquero,"1,698",190,CA,30.0 MM,2014,IT System Development
296,Quest Education,"1,649",17,NV,2.0 MM,2014,Education
300,Veterinarian Recommended Solutions,"1,641",35,PA,4.7 MM,2014,Health
303,UrbanCore Construction,"1,626",12,VA,11.1 MM,2014,Construction
308,Real Agent Pro,"1,597",150,NY,8.5 MM,2014,Real Estate
309,UPTIME,"1,587",44,CA,13.7 MM,2014,Food & Beverage
310,Marker Real Estate,"1,578",50,CA,2.1 MM,2014,Real Estate
311,Branded Group,"1,576",45,CA,13.3 MM,2014,Construction
315,Precision SEM,"1,571",14,MO,2.7 MM,2014,Advertising & Marketing
316,Driftless Glen Distillery,"1,561",30,WI,2.0 MM,2014,Food & Beverage
317,DoctorLogic,"1,560",37,TX,4.0 MM,2014,Advertising & Marketing
326,Birdsey Construction Management,"1,506",5,GA,3.1 MM,2014,Construction
328,Conversion Whale,"1,504",19,FL,4.0 MM,2014,Advertising & Marketing
330,All Points Broadband,"1,501",28,VA,4.8 MM,2014,Telecommunications
332,Move Buddies,"1,489",60,SC,3.2 MM,2014,Logistics & Transportation
334,Greenlink Financial,"1,481",78,CA,20.2 MM,2014,Financial Services
336,T-Pro Solutions,"1,478",10,OH,2.3 MM,2014,Software
338,Ally Commerce,"1,468",46,GA,3.9 MM,2014,Software
345,Common Thread Collective,"1,439",35,CA,3.1 MM,2014,Advertising & Marketing
346,Riverside Payments,"1,438",75,WA,8.4 MM,2014,Financial Services
359,SimpleNexus,"1,405",40,UT,3.9 MM,2014,Software
365,DecisionMapper,"1,387",5,NY,3.5 MM,2014,Software
368,TENFOLD,"1,347",13,OH,2.2 MM,2014,Advertising & Marketing
371,Lemonlight,"1,338",26,CA,3.0 MM,2014,Media
372,90 Day Year,"1,333",9,NY,2.5 MM,2014,Business Products & Services
383,SolaRack,"1,277",8,CA,3.8 MM,2014,Manufacturing
395,Christensen Building Group,"1,255",50,TX,78.3 MM,2014,Construction
415,Lync America,"1,208",21,TN,11.7 MM,2014,Logistics & Transportation
416,ChromebookParts.com,"1,207",17,MN,5.4 MM,2014,Computer Hardware
418,TECSPLUS,"1,201",40,DE,3.3 MM,2014,IT Management
423,Driveline Baseball,"1,182",24,WA,3.1 MM,2014,Consumer Products & Services
425,ProFocus Technology,"1,178",32,OR,4.2 MM,2014,Human Resources
433,GeistM,"1,157",22,NY,33.1 MM,2014,Advertising & Marketing
443,Vantage Homes,"1,148",6,OR,44.3 MM,2014,Real Estate
452,Innovatemap,"1,131",16,IN,3.0 MM,2014,Business Products & Services
459,California Autism Center,"1,111",105,CA,4.0 MM,2014,Health
464,Fletcher Construction,"1,095",7,VA,3.5 MM,2014,Construction
468,MidPoint Technology Group,"1,077",51,MD,11.1 MM,2014,Telecommunications
477,Challas Group,"1,059",45,IL,3.8 MM,2014,Financial Services
488,Stratosphere Consulting,"1,043",22,CA,4.8 MM,2014,IT System Development
493,Tab and slot,"1,032",22,MN,2.5 MM,2014,Manufacturing
496,Avelead Consulting,"1,029",32,GA,4.5 MM,2014,IT Management
502,Crystal Clear Concepts,"1,010",59,TX,7.5 MM,2014,Consumer Products & Services
508,Little Bird HR,994,9,NY,11.3 MM,2014,Insurance
509,Torin,989,20,VA,5.2 MM,2014,Government Services
521,Priority Ambulance,965,2305,TN,106.0 MM,2014,Health
522,Adduco Media,963,9,UT,10.6 MM,2014,Advertising & Marketing
524,The Auto Cave,958,22,TX,9.0 MM,2014,Retail
532,GRP Financial,945,12,CA,2.6 MM,2014,Financial Services
534,Wonolo,938,27,CA,4.6 MM,2014,Human Resources
545,Proper Media,920,13,CA,33.8 MM,2014,Advertising & Marketing
549,Robco Fence and Deck,916,22,NC,6.3 MM,2014,Construction
553,Elite Marketing Pro,908,21,FL,2.9 MM,2014,Education
557,Supply Chain Wizard,903,37,NJ,5.0 MM,2014,Business Products & Services
559,Management Strategies,902,17,VA,2.7 MM,2014,Government Services
565,Ease Logistics,897,32,OH,24.3 MM,2014,Logistics & Transportation
570,Veteran Waste Solutions,893,12,OK,3.9 MM,2014,Environmental Services
585,IMPACT ANALYTICS,854,110,MD,2.9 MM,2014,Business Products & Services
587,Legion Athletics,850,10,VA,11.5 MM,2014,Health
588,Jay Morrison Academy,850,20,GA,2.6 MM,2014,Education
593,Shore Funding Solutions,846,45,NY,4.3 MM,2014,Financial Services
594,Phoenix Financial Services,845,105,IN,18.4 MM,2014,Financial Services
604,Extreme Scale Solutions,830,17,DE,3.8 MM,2014,IT System Development
609,Launch Potato,821,25,FL,15.7 MM,2014,Advertising & Marketing
613,Milk & Honey Music,816,13,CA,2.2 MM,2014,Media
614,Scalefast,816,63,CA,35.6 MM,2014,Business Products & Services
630,Millennium Construction,797,19,NY,4.9 MM,2014,Construction
643,Investor Grit,782,11,UT,2.3 MM,2014,Education
646,Tellus,779,55,FL,2.5 MM,2014,Health
648,Ameriquote,779,2,WA,2.4 MM,2014,Insurance
652,PROTEX RESTAURANT SERVICES,774,42,TX,5.6 MM,2014,Business Products & Services
663,Sgt. Clean's Car Wash,760,34,OH,3.1 MM,2014,Retail
710,Signature Transportation Group,701,51,IL,7.8 MM,2014,Travel & Hospitality
717,Lucens Group,695,6,MA,2.0 MM,2014,Insurance
734,Colepepper Plumbing,682,15,CA,2.7 MM,2014,Construction
742,Evolution Energy,676,204,OH,26.2 MM,2014,Energy
763,iHeartDogs.com,656,60,CA,17.9 MM,2014,Retail
771,Adept Life Sciences,651,34,AZ,13.2 MM,2014,Health
782,Varghese Summersett PLLC,639,14,TX,2.2 MM,2014,Consumer Products & Services
785,Overdrive Brands,636,19,AR,21.0 MM,2014,Retail
791,iAIRE,630,46,IN,7.9 MM,2014,Manufacturing
799,5by5,627,26,TN,2.4 MM,2014,Advertising & Marketing
807,Palomar Specialty Insurance Company,624,48,CA,120.2 MM,2014,Insurance
809,Harper+Scott,622,32,NY,16.9 MM,2014,Manufacturing
